Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,School,School_reference,School_sort,School_hierarchy,Category,Category_reference,Category_sort,Category_hierarchy,Notes
34.7,34.7,Percentage of pupils,PCT,2,,6782211 - Pontnewydd Primary & Nursery,6782211,1204,,Eligible for free school meals or transitionally protected,fsmtp,2,,
20,20,Percentage of pupils,PCT,2,,6782249 - Greenmeadow Primary,6782249,1205,,Eligible for free school meals,fsm,1,,
30,30,Percentage of pupils,PCT,2,,6782249 - Greenmeadow Primary,6782249,1205,,Eligible for free school meals or transitionally protected,fsmtp,2,,
20.9,20.9,Percentage of pupils,PCT,2,,6782298 - Cwmffrwdoer Primary,6782298,1206,,Eligible for free school meals,fsm,1,,
29.5,29.5,Percentage of pupils,PCT,2,,6782298 - Cwmffrwdoer Primary,6782298,1206,,Eligible for free school meals or transitionally protected,fsmtp,2,,
28.4,28.4,Percentage of pupils,PCT,2,,6782308 - George Street Primary School,6782308,1207,,Eligible for free school meals,fsm,1,,
34.7,34.7,Percentage of pupils,PCT,2,,6782308 - George Street Primary School,6782308,1207,,Eligible for free school meals or transitionally protected,fsmtp,2,,
26,26,Percentage of pupils,PCT,2,,6782312 - Ysgol Gymraeg Cwmbran Primary,6782312,1208,,Eligible for free school meals,fsm,1,,
29.2,29.2,Percentage of pupils,PCT,2,,6782312 - Ysgol Gymraeg Cwmbran Primary,6782312,1208,,Eligible for free school meals or transitionally protected,fsmtp,2,,
29.9,29.9,Percentage of pupils,PCT,2,,6782315 - Garnteg Primary,6782315,1209,,Eligible for free school meals,fsm,1,,
43.2,43.2,Percentage of pupils,PCT,2,,6782315 - Garnteg Primary,6782315,1209,,Eligible for free school meals or transitionally protected,fsmtp,2,,
17.2,17.2,Percentage of pupils,PCT,2,,6782318 - YSGOL BRYN ONNEN,6782318,1210,,Eligible for free school meals,fsm,1,,
28.7,28.7,Percentage of pupils,PCT,2,,6782318 - YSGOL BRYN ONNEN,6782318,1210,,Eligible for free school meals or transitionally protected,fsmtp,2,,
23.3,23.3,Percentage of pupils,PCT,2,,6782319 - Woodlands Community Primary School,6782319,1211,,Eligible for free school meals,fsm,1,,
33.4,33.4,Percentage of pupils,PCT,2,,6782319 - Woodlands Community Primary School,6782319,1211,,Eligible for free school meals or transitionally protected,fsmtp,2,,
11.1,11.1,Percentage of pupils,PCT,2,,6782320 - New Inn Primary School,6782320,1212,,Eligible for free school meals,fsm,1,,
15,15,Percentage of pupils,PCT,2,,6782320 - New Inn Primary School,6782320,1212,,Eligible for free school meals or transitionally protected,fsmtp,2,,
15.6,15.6,Percentage of pupils,PCT,2,,6782321 - Griffithstown Primary School,6782321,1213,,Eligible for free school meals,fsm,1,,
23.8,23.8,Percentage of pupils,PCT,2,,6782321 - Griffithstown Primary School,6782321,1213,,Eligible for free school meals or transitionally protected,fsmtp,2,,
47.8,47.8,Percentage of pupils,PCT,2,,6782322 - Penygarn Community Primary School,6782322,1214,,Eligible for free school meals,fsm,1,,
61.7,61.7,Percentage of pupils,PCT,2,,6782322 - Penygarn Community Primary School,6782322,1214,,Eligible for free school meals or transitionally protected,fsmtp,2,,
31.5,31.5,Percentage of pupils,PCT,2,,6782323 - Blenheim Road Community Primary School,6782323,1215,,Eligible for free school meals,fsm,1,,
41.8,41.8,Percentage of pupils,PCT,2,,6782323 - Blenheim Road Community Primary School,6782323,1215,,Eligible for free school meals or transitionally protected,fsmtp,2,,
19.9,19.9,Percentage of pupils,PCT,2,,6782324 - Coed Eva Primary School,6782324,1216,,Eligible for free school meals,fsm,1,,
29,29,Percentage of pupils,PCT,2,,6782324 - Coed Eva Primary School,6782324,1216,,Eligible for free school meals or transitionally protected,fsmtp,2,,
16,16,Percentage of pupils,PCT,2,,6782325 - Croesyceiliog Primary School,6782325,1217,,Eligible for free school meals,fsm,1,,
21,21,Percentage of pupils,PCT,2,,6782325 - Croesyceiliog Primary School,6782325,1217,,Eligible for free school meals or transitionally protected,fsmtp,2,,
31,31,Percentage of pupils,PCT,2,,6782326 - Nant Celyn Primary School,6782326,1218,,Eligible for free school meals,fsm,1,,
41,41,Percentage of pupils,PCT,2,,6782326 - Nant Celyn Primary School,6782326,1218,,Eligible for free school meals or transitionally protected,fsmtp,2,,
10.5,10.5,Percentage of pupils,PCT,2,,6782327 - Ysgol Panteg,6782327,1219,,Eligible for free school meals,fsm,1,,
21.5,21.5,Percentage of pupils,PCT,2,,6782327 - Ysgol Panteg,6782327,1219,,Eligible for free school meals or transitionally protected,fsmtp,2,,
24.8,24.8,Percentage of pupils,PCT,2,,6783028 - Blaenavon Heritage VC Primary School,6783028,1220,,Eligible for free school meals,fsm,1,,
37.9,37.9,Percentage of pupils,PCT,2,,6783028 - Blaenavon Heritage VC Primary School,6783028,1220,,Eligible for free school meals or transitionally protected,fsmtp,2,,
12.9,12.9,Percentage of pupils,PCT,2,,6783321 - Cwmbran R.C. Jnr. & Infts.,6783321,1221,,Eligible for free school meals,fsm,1,,
22.5,22.5,Percentage of pupils,PCT,2,,6783321 - Cwmbran R.C. Jnr. & Infts.,6783321,1221,,Eligible for free school meals or transitionally protected,fsmtp,2,,
18.1,18.1,Percentage of pupils,PCT,2,,6783324 - St. Davids Cwmbran R.C. School,6783324,1222,,Eligible for free school meals,fsm,1,,
24.1,24.1,Percentage of pupils,PCT,2,,6783324 - St. Davids Cwmbran R.C. School,6783324,1222,,Eligible for free school meals or transitionally protected,fsmtp,2,,
5.3,5.3,Percentage of pupils,PCT,2,,6783330 - Henllys Church in Wales,6783330,1223,,Eligible for free school meals,fsm,1,,
12.4,12.4,Percentage of pupils,PCT,2,,6783330 - Henllys Church in Wales,6783330,1223,,Eligible for free school meals or transitionally protected,fsmtp,2,,
22.4,22.4,Percentage of pupils,PCT,2,,6783331 - Padre Pio RC Primary School,6783331,1224,,Eligible for free school meals,fsm,1,,
29,29,Percentage of pupils,PCT,2,,6783331 - Padre Pio RC Primary School,6783331,1224,,Eligible for free school meals or transitionally protected,fsmtp,2,,
,,Percentage of pupils,PCT,2,,6783332 - PONTHIR CHURCH IN WALES SCHOOL,6783332,1225,,Eligible for free school meals,fsm,1,,Confidential
,,Percentage of pupils,PCT,2,,6783332 - PONTHIR CHURCH IN WALES SCHOOL,6783332,1225,,Eligible for free school meals or transitionally protected,fsmtp,2,,Confidential
18.5,18.5,Percentage of pupils,PCT,2,,6784051 - Croesyceiliog School,6784051,1226,,Eligible for free school meals,fsm,1,,
30.2,30.2,Percentage of pupils,PCT,2,,6784051 - Croesyceiliog School,6784051,1226,,Eligible for free school meals or transitionally protected,fsmtp,2,,
29.6,29.6,Percentage of pupils,PCT,2,,6784070 - Abersychan Comprehensive,6784070,1227,,Eligible for free school meals,fsm,1,,
43.4,43.4,Percentage of pupils,PCT,2,,6784070 - Abersychan Comprehensive,6784070,1227,,Eligible for free school meals or transitionally protected,fsmtp,2,,
23.5,23.5,Percentage of pupils,PCT,2,,6784072 - West Monmouth School,6784072,1228,,Eligible for free school meals,fsm,1,,
32.4,32.4,Percentage of pupils,PCT,2,,6784072 - West Monmouth School,6784072,1228,,Eligible for free school meals or transitionally protected,fsmtp,2,,
28.4,28.4,Percentage of pupils,PCT,2,,6784076 - Cwmbran High School,6784076,1229,,Eligible for free school meals,fsm,1,,
40.6,40.6,Percentage of pupils,PCT,2,,6784076 - Cwmbran High School,6784076,1229,,Eligible for free school meals or transitionally protected,fsmtp,2,,
14.6,14.6,Percentage of pupils,PCT,2,,6784603 - St. Albans R.C. High School,6784603,1230,,Eligible for free school meals,fsm,1,,
18.8,18.8,Percentage of pupils,PCT,2,,6784603 - St. Albans R.C. High School,6784603,1230,,Eligible for free school meals or transitionally protected,fsmtp,2,,
15.7,15.7,Percentage of pupils,PCT,2,,6785500 - Ysgol Gymraeg Gwynllyw,6785500,1231,,Eligible for free school meals,fsm,1,,
24.4,24.4,Percentage of pupils,PCT,2,,6785500 - Ysgol Gymraeg Gwynllyw,6785500,1231,,Eligible for free school meals or transitionally protected,fsmtp,2,,
40.1,40.1,Percentage of pupils,PCT,2,,6787012 - Crownbridge Special School,6787012,1232,,Eligible for free school meals,fsm,1,,
47.9,47.9,Percentage of pupils,PCT,2,,6787012 - Crownbridge Special School,6787012,1232,,Eligible for free school meals or transitionally protected,fsmtp,2,,
8.9,8.9,Percentage of pupils,PCT,2,,6792057 - Gilwern Primary School,6792057,1233,,Eligible for free school meals,fsm,1,,
11.3,11.3,Percentage of pupils,PCT,2,,6792057 - Gilwern Primary School,6792057,1233,,Eligible for free school meals or transitionally protected,fsmtp,2,,
3.8,3.8,Percentage of pupils,PCT,2,,6792134 - Goytre Fawr Primary,6792134,1234,,Eligible for free school meals,fsm,1,,
7.1,7.1,Percentage of pupils,PCT,2,,6792134 - Goytre Fawr Primary,6792134,1234,,Eligible for free school meals or transitionally protected,fsmtp,2,,
3.8,3.8,Percentage of pupils,PCT,2,,6792163 - Undy Primary School,6792163,1235,,Eligible for free school meals,fsm,1,,
6.7,6.7,Percentage of pupils,PCT,2,,6792163 - Undy Primary School,6792163,1235,,Eligible for free school meals or transitionally protected,fsmtp,2,,
9.1,9.1,Percentage of pupils,PCT,2,,6792164 - ROGIET COUNTY PRIMARY,6792164,1236,,Eligible for free school meals,fsm,1,,
14.6,14.6,Percentage of pupils,PCT,2,,6792164 - ROGIET COUNTY PRIMARY,6792164,1236,,Eligible for free school meals or transitionally protected,fsmtp,2,,
16,16,Percentage of pupils,PCT,2,,6792228 - Pembroke Primary,6792228,1237,,Eligible for free school meals,fsm,1,,
22.5,22.5,Percentage of pupils,PCT,2,,6792228 - Pembroke Primary,6792228,1237,,Eligible for free school meals or transitionally protected,fsmtp,2,,
,,Percentage of pupils,PCT,2,,6792243 - LLANVIHANGEL CRUCORNEY COUNTY PRIMARY SCHOOL,6792243,1238,,Eligible for free school meals,fsm,1,,Confidential
,,Percentage of pupils,PCT,2,,6792243 - LLANVIHANGEL CRUCORNEY COUNTY PRIMARY SCHOOL,6792243,1238,,Eligible for free school meals or transitionally protected,fsmtp,2,,Confidential
18.9,18.9,Percentage of pupils,PCT,2,,6792246 - Thornwell Primary School,6792246,1239,,Eligible for free school meals,fsm,1,,
25.2,25.2,Percentage of pupils,PCT,2,,6792246 - Thornwell Primary School,6792246,1239,,Eligible for free school meals or transitionally protected,fsmtp,2,,
12.2,12.2,Percentage of pupils,PCT,2,,6792261 - Durand Primary School,6792261,1240,,Eligible for free school meals,fsm,1,,
21.4,21.4,Percentage of pupils,PCT,2,,6792261 - Durand Primary School,6792261,1240,,Eligible for free school meals or transitionally protected,fsmtp,2,,
10.9,10.9,Percentage of pupils,PCT,2,,6792263 - Llandogo Primary,6792263,1241,,Eligible for free school meals,fsm,1,,
15.6,15.6,Percentage of pupils,PCT,2,,6792263 - Llandogo Primary,6792263,1241,,Eligible for free school meals or transitionally protected,fsmtp,2,,
3,3,Percentage of pupils,PCT,2,,6792299 - Shirenewton Primary School,6792299,1242,,Eligible for free school meals,fsm,1,,
4.6,4.6,Percentage of pupils,PCT,2,,6792299 - Shirenewton Primary School,6792299,1242,,Eligible for free school meals or transitionally protected,fsmtp,2,,
4.1,4.1,Percentage of pupils,PCT,2,,6792301 - Trellech Junior & Infants,6792301,1243,,Eligible for free school meals,fsm,1,,
6.5,6.5,Percentage of pupils,PCT,2,,6792301 - Trellech Junior & Infants,6792301,1243,,Eligible for free school meals or transitionally protected,fsmtp,2,,
2.8,2.8,Percentage of pupils,PCT,2,,6792303 - The Dell Primary,6792303,1244,,Eligible for free school meals,fsm,1,,
7.5,7.5,Percentage of pupils,PCT,2,,6792303 - The Dell Primary,6792303,1244,,Eligible for free school meals or transitionally protected,fsmtp,2,,
16,16,Percentage of pupils,PCT,2,,6792304 - Overmonnow Primary School,6792304,1245,,Eligible for free school meals,fsm,1,,
26.7,26.7,Percentage of pupils,PCT,2,,6792304 - Overmonnow Primary School,6792304,1245,,Eligible for free school meals or transitionally protected,fsmtp,2,,
7.2,7.2,Percentage of pupils,PCT,2,,6792305 - Cross Ash County Primary School,6792305,1246,,Eligible for free school meals,fsm,1,,
7.8,7.8,Percentage of pupils,PCT,2,,6792305 - Cross Ash County Primary School,6792305,1246,,Eligible for free school meals or transitionally protected,fsmtp,2,,
8.5,8.5,Percentage of pupils,PCT,2,,6792317 - Ysgol Gymraeg Y Fenni,6792317,1247,,Eligible for free school meals,fsm,1,,
13.7,13.7,Percentage of pupils,PCT,2,,6792317 - Ysgol Gymraeg Y Fenni,6792317,1247,,Eligible for free school meals or transitionally protected,fsmtp,2,,
15.9,15.9,Percentage of pupils,PCT,2,,6792318 - YSGOL GYMRAEG Y FFIN,6792318,1248,,Eligible for free school meals,fsm,1,,
17.8,17.8,Percentage of pupils,PCT,2,,6792318 - YSGOL GYMRAEG Y FFIN,6792318,1248,,Eligible for free school meals or transitionally protected,fsmtp,2,,
6.4,6.4,Percentage of pupils,PCT,2,,6792319 - Cantref Primary,6792319,1249,,Eligible for free school meals,fsm,1,,
8.1,8.1,Percentage of pupils,PCT,2,,6792319 - Cantref Primary,6792319,1249,,Eligible for free school meals or transitionally protected,fsmtp,2,,
25.5,25.5,Percentage of pupils,PCT,2,,6792321 - KYMIN VIEW PRIMARY SCHOOL,6792321,1250,,Eligible for free school meals,fsm,1,,
31,31,Percentage of pupils,PCT,2,,6792321 - KYMIN VIEW PRIMARY SCHOOL,6792321,1250,,Eligible for free school meals or transitionally protected,fsmtp,2,,
15.6,15.6,Percentage of pupils,PCT,2,,6792322 - Castle Park Primary School,6792322,1251,,Eligible for free school meals,fsm,1,,
22,22,Percentage of pupils,PCT,2,,6792322 - Castle Park Primary School,6792322,1251,,Eligible for free school meals or transitionally protected,fsmtp,2,,
14.8,14.8,Percentage of pupils,PCT,2,,6792323 - Llanfoist Fawr Primary,6792323,1252,,Eligible for free school meals,fsm,1,,
20.1,20.1,Percentage of pupils,PCT,2,,6792323 - Llanfoist Fawr Primary,6792323,1252,,Eligible for free school meals or transitionally protected,fsmtp,2,,
16.7,16.7,Percentage of pupils,PCT,2,,6792324 - Dewstow,6792324,1253,,Eligible for free school meals,fsm,1,,
29.4,29.4,Percentage of pupils,PCT,2,,6792324 - Dewstow,6792324,1253,,Eligible for free school meals or transitionally protected,fsmtp,2,,
,,Percentage of pupils,PCT,2,,6792325 - Ysgol Gymraeg Trefynwy,6792325,1254,,Eligible for free school meals,fsm,1,,Confidential
,,Percentage of pupils,PCT,2,,6792325 - Ysgol Gymraeg Trefynwy,6792325,1254,,Eligible for free school meals or transitionally protected,fsmtp,2,,Confidential
13.8,13.8,Percentage of pupils,PCT,2,,6793004 - Llantilio Pertholey CV Primary,6793004,1255,,Eligible for free school meals,fsm,1,,
23.2,23.2,Percentage of pupils,PCT,2,,6793004 - Llantilio Pertholey CV Primary,6793004,1255,,Eligible for free school meals or transitionally protected,fsmtp,2,,
4.6,4.6,Percentage of pupils,PCT,2,,6793022 - Usk Primary School,6793022,1256,,Eligible for free school meals,fsm,1,,
8.4,8.4,Percentage of pupils,PCT,2,,6793022 - Usk Primary School,6793022,1256,,Eligible for free school meals or transitionally protected,fsmtp,2,,
4.2,4.2,Percentage of pupils,PCT,2,,6793031 - Raglan Primary,6793031,1257,,Eligible for free school meals,fsm,1,,
6.1,6.1,Percentage of pupils,PCT,2,,6793031 - Raglan Primary,6793031,1257,,Eligible for free school meals or transitionally protected,fsmtp,2,,
4.1,4.1,Percentage of pupils,PCT,2,,6793032 - Osbaston Church in Wales School,6793032,1258,,Eligible for free school meals,fsm,1,,
7.1,7.1,Percentage of pupils,PCT,2,,6793032 - Osbaston Church in Wales School,6793032,1258,,Eligible for free school meals or transitionally protected,fsmtp,2,,
8.6,8.6,Percentage of pupils,PCT,2,,6793310 - Magor V A Primary School,6793310,1259,,Eligible for free school meals,fsm,1,,
14.5,14.5,Percentage of pupils,PCT,2,,6793310 - Magor V A Primary School,6793310,1259,,Eligible for free school meals or transitionally protected,fsmtp,2,,
15.8,15.8,Percentage of pupils,PCT,2,,6793317 - Our Lady & St Michael's RC,6793317,1260,,Eligible for free school meals,fsm,1,,
20.7,20.7,Percentage of pupils,PCT,2,,6793317 - Our Lady & St Michael's RC,6793317,1260,,Eligible for free school meals or transitionally protected,fsmtp,2,,
15.4,15.4,Percentage of pupils,PCT,2,,6793326 - ST MARY'S R.C.P.SCHOOL,6793326,1261,,Eligible for free school meals,fsm,1,,
21.4,21.4,Percentage of pupils,PCT,2,,6793326 - ST MARY'S R.C.P.SCHOOL,6793326,1261,,Eligible for free school meals or transitionally protected,fsmtp,2,,
6.7,6.7,Percentage of pupils,PCT,2,,6793327 - ARCHBISHOP ROWAN WILLIAMS VA,6793327,1262,,Eligible for free school meals,fsm,1,,
11,11,Percentage of pupils,PCT,2,,6793327 - ARCHBISHOP ROWAN WILLIAMS VA,6793327,1262,,Eligible for free school meals or transitionally protected,fsmtp,2,,
9.4,9.4,Percentage of pupils,PCT,2,,6794060 - Monmouth Comprehensive School,6794060,1263,,Eligible for free school meals,fsm,1,,
14.3,14.3,Percentage of pupils,PCT,2,,6794060 - Monmouth Comprehensive School,6794060,1263,,Eligible for free school meals or transitionally protected,fsmtp,2,,
9.9,9.9,Percentage of pupils,PCT,2,,6794065 - Chepstow Comprehensive School,6794065,1264,,Eligible for free school meals,fsm,1,,
14.4,14.4,Percentage of pupils,PCT,2,,6794065 - Chepstow Comprehensive School,6794065,1264,,Eligible for free school meals or transitionally protected,fsmtp,2,,
11,11,Percentage of pupils,PCT,2,,6794066 - Caldicot School,6794066,1265,,Eligible for free school meals,fsm,1,,
18.8,18.8,Percentage of pupils,PCT,2,,6794066 - Caldicot School,6794066,1265,,Eligible for free school meals or transitionally protected,fsmtp,2,,
18,18,Percentage of pupils,PCT,2,,6795500 - King Henry VIII 319,6795500,1266,,Eligible for free school meals,fsm,1,,
25.5,25.5,Percentage of pupils,PCT,2,,6795500 - King Henry VIII 319,6795500,1266,,Eligible for free school meals or transitionally protected,fsmtp,2,,
0,0,Percentage of pupils,PCT,2,,6801019 - Newport Nursery School,6801019,1267,,Eligible for free school meals,fsm,1,,
0,0,Percentage of pupils,PCT,2,,6801019 - Newport Nursery School,6801019,1267,,Eligible for free school meals or transitionally protected,fsmtp,2,,
4.6,4.6,Percentage of pupils,PCT,2,,6802003 - Clytha Primary School,6802003,1268,,Eligible for free school meals,fsm,1,,
6.3,6.3,Percentage of pupils,PCT,2,,6802003 - Clytha Primary School,6802003,1268,,Eligible for free school meals or transitionally protected,fsmtp,2,,
36,36,Percentage of pupils,PCT,2,,6802004 - Crindau Primary School,6802004,1269,,Eligible for free school meals,fsm,1,,
